customer_number,usia,pekerjaan,status_perkawinan,pendidikan,gagal_bayar_sebelumnya,pinjaman_rumah,pinjaman_pribadi,jenis_kontak,bulan_kontak_terakhir,hari_kontak_terakhir,jumlah_kontak_kampanye_ini,hari_sejak_kontak_sebelumnya,jumlah_kontak_sebelumnya,hasil_kampanye_sebelumnya,tingkat_variasi_pekerjaan,indeks_harga_konsumen,indeks_kepercayaan_konsumen,suku_bunga_euribor_3bln,jumlah_pekerja,pulau,berlangganan_deposito,high_rate_flag,job_sector
228447,29,6,0,4,0,1,0,0,8,4,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,6,0,1,1
533534,29,0,1,6,0,0,0,0,2,2,1,999,2,1,-1.8,93.876,-40.0,0.668,5008.7,4,0,0,0
602856,49,8,2,3,0,1,0,0,2,5,2,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,7,0,0,0
502497,51,6,0,2,0,1,0,1,2,1,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,2,0,1,1
327608,50,3,0,6,0,1,0,0,8,2,1,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,4,0,1,0
819997,36,2,1,2,1,1,0,1,2,4,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,7,0,1,1
102501,41,2,0,1,1,1,0,1,2,4,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,5,0,1,1
107530,56,1,2,5,0,0,0,0,4,2,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,6,0,1,0
992623,36,3,0,2,1,1,0,1,4,5,2,999,0,0,1.4,93.918,-42.7,4.959,5228.1,5,0,1,0
140971,55,2,1,2,0,1,0,0,8,2,2,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,2,0,1,1
721686,51,8,0,1,0,0,0,0,7,2,1,999,1,1,-3.4,92.431,-26.9,0.737,5017.5,1,0,0,0
729980,51,2,0,1,1,0,0,1,2,1,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,3,0,1,1
822060,32,1,0,4,1,0,0,0,5,5,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,7,0,1,0
109771,35,0,0,6,0,1,0,0,8,1,2,999,1,1,-0.1,93.2,-42.0,4.191,5195.8,2,0,1,0
695477,42,0,2,4,0,1,1,1,3,3,1,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1,0,1,0
954864,56,6,2,2,0,1,0,0,8,2,1,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,0,0,1,1
622379,46,0,2,6,1,0,0,1,2,2,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,7,0,1,0
714308,47,6,0,4,1,1,0,0,5,3,4,999,0,0,1.4,93.444,-36.1,4.965,5228.1,6,0,1,1
844728,33,2,0,3,1,1,0,0,2,5,4,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,4,0,0,1
109259,59,10,3,6,1,0,0,1,2,2,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,7,0,1,2
728081,29,1,1,3,0,0,1,0,8,3,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,4,0,1,0
175428,34,2,1,4,1,1,1,1,2,3,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,6,0,1,1
302946,32,2,0,3,0,0,1,0,2,1,1,999,0,0,-1.8,92.893,-46.2,1.299,5099.1,4,0,0,1
192504,56,10,0,5,0,1,0,0,5,1,5,999,0,0,1.4,93.444,-36.1,4.965,5228.1,4,0,1,2
342619,29,0,1,4,0,1,1,0,5,4,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,7,0,1,0
522697,52,3,2,6,0,0,0,1,2,3,2,999,0,0,1.1,93.994,-36.4,4.858,5191.0,4,0,1,0
440506,30,3,1,6,0,1,0,0,4,1,1,999,0,0,1.4,93.918,-42.7,4.96,5228.1,6,0,1,0
859202,51,4,0,4,0,0,0,0,8,3,2,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,4,0,1,1
844987,42,6,0,4,0,1,0,0,2,2,6,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,6,0,0,1
328433,33,2,1,3,0,1,0,1,2,5,3,999,0,0,1.1,93.994,-36.4,4.859,5191.0,5,0,1,1
716161,29,1,0,5,0,0,0,1,3,5,1,999,0,0,1.4,94.465,-41.8,4.967,5228.1,7,0,1,0
374848,45,8,0,6,1,0,0,1,3,5,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,6,0,1,0
864246,37,6,0,4,1,0,0,1,3,4,2,999,0,0,1.4,94.465,-41.8,4.866,5228.1,0,0,1,1
276477,29,6,1,4,0,0,0,0,1,5,2,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,5,0,0,1
800037,52,2,0,1,0,1,0,0,4,4,6,999,0,0,1.4,93.918,-42.7,4.968,5228.1,3,0,1,1
553282,54,10,2,1,0,1,0,1,2,2,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,4,0,1,2
664533,43,3,0,6,0,1,0,0,2,3,1,999,1,1,-1.8,92.893,-46.2,1.334,5099.1,3,0,0,0
796567,60,10,2,1,0,1,0,0,4,2,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,6,1,1,2
548762,28,6,1,4,0,0,0,0,2,2,4,999,1,1,-1.8,92.893,-46.2,1.291,5099.1,1,0,0,1
351289,48,6,2,4,0,1,0,0,1,1,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,4,0,0,1
145954,41,2,1,2,0,1,0,0,4,3,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,2,0,1,1
751908,41,2,1,1,0,1,0,0,4,4,6,999,0,0,1.4,93.918,-42.7,4.963,5228.1,7,0,1,1
721450,45,6,0,4,0,1,0,1,3,3,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,4,0,1,1
516220,49,6,2,4,1,1,0,0,4,2,9,999,0,0,1.4,93.918,-42.7,4.961,5228.1,6,0,1,1
223859,43,3,0,3,0,1,0,0,5,5,1,6,2,1,-2.9,92.201,-31.4,0.869,5076.2,1,0,0,0
856479,33,3,0,6,0,0,0,0,5,2,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,2,0,1,0
583719,27,0,1,6,0,1,0,0,6,2,2,999,0,0,-3.4,92.379,-29.8,0.77,5017.5,0,1,0,0
679428,63,10,0,5,0,0,0,0,9,1,1,999,1,1,-3.0,92.713,-33.0,0.706,5023.5,6,0,0,2
648425,40,0,0,6,0,0,0,0,5,1,12,999,0,0,1.4,93.444,-36.1,4.965,5228.1,5,0,1,0
300854,45,0,2,6,0,0,0,0,4,1,3,999,0,0,1.4,93.918,-42.7,4.96,5228.1,5,0,1,0
212503,48,2,0,1,1,0,1,0,5,4,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,6,0,1,1
901253,33,3,0,6,0,0,0,0,4,2,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,1,0,1,0
162972,36,6,1,4,0,0,0,1,2,3,9,999,0,0,1.1,93.994,-36.4,4.858,5191.0,0,0,1,1
790444,26,1,0,5,0,0,0,1,3,1,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1,0
622973,42,2,0,2,0,1,1,1,2,2,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,3,0,1,1
821435,33,2,1,4,0,0,0,1,2,5,5,999,0,0,1.1,93.994,-36.4,4.855,5191.0,7,0,1,1
436547,38,1,2,6,0,1,0,0,4,4,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1,0,1,0
298417,49,2,0,7,1,1,0,1,2,2,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,1,0,1,1
894256,43,3,0,6,0,0,0,1,3,5,5,999,0,0,1.4,94.465,-41.8,4.959,5228.1,3,0,1,0
270332,32,1,0,6,0,0,0,0,6,1,2,999,0,0,-1.1,94.199,-37.5,0.879,4963.6,6,0,0,0
207245,45,7,0,1,1,2,2,0,5,2,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,1,0,1,0
718316,55,7,0,7,1,1,1,1,3,4,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,1,0,1,0
588998,27,0,0,5,0,1,0,0,2,4,1,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0,0,0,0
323831,29,2,0,4,1,0,0,1,2,2,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,3,0,1,1
719555,32,1,0,6,0,0,0,0,5,2,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,1,0,1,0
132651,27,2,1,3,1,1,0,1,2,5,4,999,0,0,1.1,93.994,-36.4,4.857,5191.0,3,0,1,1
302778,37,0,1,6,0,1,1,0,8,5,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,6,0,1,0
285962,47,6,0,4,1,1,0,0,5,5,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,3,1,1,1
413553,29,5,1,6,0,1,0,1,2,2,17,999,0,0,1.1,93.994,-36.4,4.856,5191.0,4,0,1,2
240688,42,0,1,4,0,1,0,0,8,1,1,999,1,1,-0.1,93.2,-42.0,4.191,5195.8,2,0,1,0
335262,39,0,0,3,1,0,0,0,4,3,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1,0,1,0
797672,28,0,1,4,0,0,0,0,3,3,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,6,1,0,0
526114,31,0,1,4,0,0,0,0,1,5,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,0
729756,50,2,0,1,0,1,0,0,8,3,1,999,1,1,-0.1,93.2,-42.0,4.12,5195.8,2,0,1,1
619641,39,1,0,5,0,0,0,1,2,4,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,7,0,1,0
480805,32,0,0,4,0,0,0,1,3,1,4,999,0,0,1.4,94.465,-41.8,4.865,5228.1,3,0,1,0
449191,51,2,0,2,1,1,0,1,2,1,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1,0,1,1
757505,45,3,0,6,0,1,1,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,1,1,1,0
464491,31,0,1,6,0,1,0,0,5,2,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,2,0,1,0
831117,52,0,0,6,0,1,0,0,2,3,1,999,0,0,-1.8,93.876,-40.0,0.672,5008.7,7,1,0,0
501856,37,2,0,5,0,1,0,0,4,3,4,999,0,0,1.4,93.918,-42.7,4.963,5228.1,7,0,1,1
153390,48,11,0,7,0,1,0,0,5,3,3,999,0,0,1.4,93.444,-36.1,4.967,5228.1,1,0,1,2
716170,35,1,0,6,0,1,0,0,1,1,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,4,0,0,0
775841,37,8,0,6,0,1,0,1,3,5,2,999,0,0,1.4,94.465,-41.8,4.967,5228.1,1,0,1,0
176653,34,2,0,3,0,1,0,0,1,5,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,0,1
896728,50,2,0,1,1,1,1,0,4,1,4,999,0,0,1.4,93.918,-42.7,4.96,5228.1,6,0,1,1
929482,23,9,1,4,0,0,0,1,4,2,1,999,0,0,-1.7,94.215,-40.3,0.876,4991.6,2,0,0,2
932132,30,0,1,6,0,1,0,0,5,4,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,0,1,0
923137,48,3,0,6,0,0,0,0,5,2,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,1,0,1,0
536261,39,0,0,2,1,0,0,0,4,3,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,2,0,1,0
852069,24,0,1,3,0,1,0,1,2,5,6,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,4,0,0,0
797603,55,0,0,4,0,1,0,0,8,2,1,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,4,0,1,0
438735,49,0,0,6,0,1,0,0,5,3,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,7,0,1,0
345746,31,6,1,4,0,1,0,0,8,4,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,0,0,1,1
581305,36,2,0,2,1,0,0,1,4,4,5,999,0,0,1.4,93.918,-42.7,4.968,5228.1,4,0,1,1
766191,50,4,2,1,1,0,0,1,2,4,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,4,0,1,1
210377,66,0,2,6,0,1,0,0,5,3,3,6,2,2,-1.7,94.027,-38.3,0.903,4991.6,7,1,0,0
651495,40,2,2,7,1,0,0,0,1,3,1,999,0,0,-1.8,93.075,-47.1,1.415,5099.1,6,0,0,1
567143,37,1,1,5,0,1,0,0,5,3,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,0,1,0
220529,32,1,0,6,0,1,0,1,2,5,5,999,0,0,1.1,93.994,-36.4,4.855,5191.0,2,0,1,0
836540,26,5,1,4,0,0,0,1,2,3,3,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,6,0,0,2
649586,37,2,0,1,0,1,0,0,4,2,3,999,0,0,1.4,93.918,-42.7,4.961,5228.1,1,0,1,1
473008,33,1,0,5,0,1,0,0,4,3,6,999,0,0,1.4,93.918,-42.7,4.963,5228.1,5,0,1,0
301504,43,3,0,4,0,0,1,1,4,5,1,999,0,0,1.4,93.918,-42.7,4.959,5228.1,6,0,1,0
292581,36,0,0,6,0,0,0,1,2,1,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1,0,1,0
492857,45,6,0,4,0,0,0,0,5,5,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1,0,1,1
571916,46,0,2,6,0,0,0,0,8,4,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,0,0,1,0
876200,35,6,0,4,1,1,0,1,2,2,8,999,0,0,1.1,93.994,-36.4,4.857,5191.0,3,0,1,1
907294,45,0,0,4,0,1,1,0,1,5,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0
894781,34,9,1,6,0,1,0,0,2,4,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,5,0,0,2
577632,31,2,0,3,0,0,0,1,3,2,2,999,0,0,1.4,94.465,-41.8,4.864,5228.1,6,0,1,1
706133,33,1,2,4,0,0,0,1,2,2,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,7,0,1,0
256769,35,2,0,3,1,0,0,1,3,5,12,999,0,0,1.4,94.465,-41.8,4.959,5228.1,7,0,1,1
337354,44,2,0,3,1,1,1,1,3,5,2,999,0,0,1.4,94.465,-41.8,4.967,5228.1,0,0,1,1
666301,58,4,0,1,0,0,0,1,2,3,2,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,5,1,0,1
832400,57,0,2,6,0,1,1,0,8,4,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,3,1,1,0
456559,33,0,2,4,0,1,0,1,2,2,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,6,0,1,0
619390,36,8,0,7,1,1,0,1,2,5,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,4,0,1,0
991851,40,2,0,2,1,2,2,0,1,1,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,3,0,0,1
695090,50,1,0,5,0,1,0,1,3,2,5,999,0,0,1.4,94.465,-41.8,4.961,5228.1,4,0,1,0
231827,37,2,0,1,0,1,0,0,2,5,2,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,4,0,0,1
641936,37,3,0,6,0,0,0,1,3,2,1,999,0,0,1.4,94.465,-41.8,4.864,5228.1,2,0,1,0
793191,40,0,0,4,0,1,0,1,5,4,6,999,1,1,-1.7,94.027,-38.3,0.891,4991.6,3,0,0,0
605575,54,10,0,3,1,0,0,1,2,2,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1,0,1,2
512289,32,1,1,6,0,0,0,0,1,2,4,999,0,0,-1.8,93.075,-47.1,1.453,5099.1,0,1,0,0
343549,50,2,2,3,1,0,0,1,3,2,6,999,0,0,1.4,94.465,-41.8,4.961,5228.1,3,0,1,1
946015,50,8,0,1,1,1,0,0,8,4,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,5,0,1,0
346038,50,2,1,3,1,1,0,1,2,4,3,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,1
326946,43,3,0,6,1,0,0,0,1,5,2,999,0,0,-1.8,93.075,-47.1,1.479,5099.1,7,0,0,0
762882,31,2,0,3,0,0,0,1,3,4,1,999,0,0,1.4,94.465,-41.8,4.866,5228.1,4,0,1,1
673814,56,8,0,6,1,1,0,1,3,4,1,999,0,0,1.4,94.465,-41.8,4.866,5228.1,0,0,1,0
842600,35,7,0,6,0,0,0,0,5,2,2,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0
367546,39,0,1,6,0,0,0,1,2,1,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,4,0,1,0
826934,27,0,1,5,0,1,0,0,4,2,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,6,1,1,0
251407,40,0,1,3,0,0,0,0,4,1,1,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0,0,1,0
723739,48,7,0,6,1,1,0,1,2,4,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,1,0,1,0
648666,46,2,0,3,0,0,0,0,5,4,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,7,0,1,1
222450,36,2,0,4,0,1,0,1,3,5,1,999,0,0,1.4,94.465,-41.8,4.967,5228.1,3,0,1,1
593341,47,0,2,4,0,1,0,1,3,1,1,999,0,0,-1.7,94.055,-39.8,0.711,4991.6,7,1,0,0
483034,44,0,0,4,0,0,0,0,4,4,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,2,0,1,0
709837,30,0,0,6,0,0,0,0,5,1,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,3,0,1,0
813726,39,1,1,5,0,1,0,1,2,2,1,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,4,0,0,0
338116,38,2,0,2,0,2,2,0,4,4,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,3,0,1,1
105320,38,3,0,6,0,0,0,0,5,3,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,6,0,1,0
916149,41,4,0,1,1,0,0,0,4,4,24,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0,0,1,1
291321,30,7,1,6,0,0,1,1,3,2,6,999,0,0,1.4,94.465,-41.8,4.961,5228.1,3,0,1,0
490246,36,0,1,6,0,0,0,0,7,4,2,999,0,0,-1.1,94.601,-49.5,0.965,4963.6,7,0,0,0
695443,35,0,0,6,1,1,0,0,4,2,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,0,1,0
469126,33,2,0,4,0,0,0,1,2,2,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1,1
753293,28,2,1,3,0,1,0,1,2,5,3,999,0,0,1.1,93.994,-36.4,4.855,5191.0,3,0,1,1
481902,30,0,1,6,0,1,1,0,4,3,3,999,0,0,1.4,93.918,-42.7,4.957,5228.1,5,0,1,0
742685,30,0,1,6,1,1,0,0,2,1,1,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,1,0,0,0
305273,30,0,0,6,0,1,0,1,2,4,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,6,0,1,0
751226,43,1,0,4,0,1,0,1,3,5,37,999,0,0,1.4,94.465,-41.8,4.959,5228.1,2,0,1,0
571469,60,4,0,1,0,0,0,0,5,5,4,6,4,1,-1.7,94.027,-38.3,0.905,4991.6,7,0,0,1
510215,35,2,0,2,1,1,0,1,2,2,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,7,0,1,1
114399,44,1,0,5,0,1,0,0,5,2,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,6,0,1,0
321426,45,1,0,5,0,0,0,0,5,2,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,3,0,1,0
979286,32,0,1,6,0,1,0,0,5,4,6,999,0,0,1.4,93.444,-36.1,4.962,5228.1,3,0,1,0
988697,48,0,0,2,0,1,0,0,7,2,2,5,2,2,-3.4,92.431,-26.9,0.742,5017.5,4,0,0,0
361153,47,0,2,6,0,1,0,1,2,2,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,4,0,1,0
963849,52,2,0,3,1,1,0,0,4,5,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,1,1
163494,48,2,0,1,0,0,0,0,2,1,7,999,1,1,-1.8,92.893,-46.2,1.244,5099.1,7,0,0,1
643657,37,3,2,4,0,1,0,1,2,1,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1,0,1,0
151508,52,2,0,1,0,1,0,0,5,1,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,6,1,1,1
141935,55,0,2,4,0,0,0,0,8,3,3,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,5,0,1,0
234769,57,0,0,3,0,0,1,0,4,3,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,3,0,1,0
959104,41,0,0,4,0,0,0,0,8,1,1,999,1,1,-0.1,93.2,-42.0,4.191,5195.8,6,0,1,0
361037,41,2,0,3,0,1,0,0,1,5,1,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,1,0,0,1
575095,55,2,0,1,1,2,2,1,3,1,3,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0,0,1,1
606797,30,1,3,6,0,0,0,0,7,5,2,16,1,2,-1.1,94.601,-49.5,0.942,4963.6,4,0,0,0
215409,50,2,0,1,1,0,1,1,4,5,1,999,0,0,1.4,93.918,-42.7,4.959,5228.1,1,0,1,1
529396,37,6,0,4,0,0,0,1,2,4,3,999,0,0,1.1,93.994,-36.4,4.86,5191.0,7,0,1,1
119039,45,1,0,5,1,0,0,1,2,5,4,999,0,0,1.1,93.994,-36.4,4.864,5191.0,3,0,1,0
644079,35,0,1,6,1,0,0,0,4,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,3,0,1,0
197231,28,0,1,6,0,1,1,1,4,3,3,999,0,0,1.4,93.918,-42.7,4.956,5228.1,4,0,1,0
571336,39,0,0,4,0,1,0,0,1,3,1,999,0,0,-1.8,93.075,-47.1,1.498,5099.1,4,0,0,0
844817,42,6,1,2,0,1,0,0,2,3,5,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,7,0,0,1
929347,55,2,0,1,1,1,0,1,2,5,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,6,0,1,1
554839,35,0,0,6,0,0,0,0,5,5,1,999,0,0,-2.9,92.201,-31.4,0.869,5076.2,4,1,0,0
513667,32,0,1,6,0,0,0,0,2,2,5,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,6,0,0,0
337860,30,1,1,6,0,1,1,0,5,2,2,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0
262735,32,2,1,4,0,1,0,1,3,3,2,999,0,0,1.4,94.465,-41.8,4.962,5228.1,1,0,1,1
254226,35,7,0,3,0,1,0,0,5,5,4,999,0,0,1.4,93.444,-36.1,4.964,5228.1,3,0,1,0
715369,37,2,1,4,1,0,0,0,8,2,1,999,1,1,-0.1,93.2,-42.0,4.153,5195.8,7,0,1,1
296765,49,6,2,4,0,1,0,0,4,2,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,2,0,1,1
402976,62,10,0,5,0,1,1,0,5,5,2,999,1,1,-2.9,92.201,-31.4,0.825,5076.2,2,1,0,2
156649,28,6,1,4,0,2,2,1,2,5,3,999,0,0,1.1,93.994,-36.4,4.855,5191.0,5,0,1,1
586192,39,0,0,6,0,1,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0,0,1,0
412238,42,2,0,1,0,0,0,0,4,1,4,999,0,0,1.4,93.918,-42.7,4.96,5228.1,6,0,1,1
320673,26,2,0,1,0,0,1,1,2,1,2,999,0,0,1.1,93.994,-36.4,4.858,5191.0,7,0,1,1
989895,26,0,1,4,0,0,0,0,5,3,4,999,0,0,-2.9,92.201,-31.4,0.854,5076.2,4,0,0,0
120559,36,8,0,6,1,1,0,0,4,4,7,999,0,0,1.4,93.918,-42.7,4.968,5228.1,3,0,1,0
943438,33,6,1,4,0,1,0,0,0,5,2,6,1,2,-1.8,93.369,-34.8,0.636,5008.7,1,0,0,1
301001,23,5,1,2,0,0,0,0,3,5,1,14,1,2,-1.7,94.055,-39.8,0.748,4991.6,2,1,0,2
975969,55,0,0,4,0,1,0,0,5,5,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,7,0,1,0
727967,37,0,0,4,0,0,0,1,2,2,4,999,0,0,1.1,93.994,-36.4,4.856,5191.0,7,0,1,0
286713,52,2,0,1,1,0,0,0,5,5,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,5,0,1,1
750285,32,4,0,1,0,1,0,0,5,1,9,999,0,0,1.4,93.444,-36.1,4.965,5228.1,7,0,1,1
653083,51,2,0,3,1,1,0,0,2,5,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,4,0,0,1
920486,27,1,1,4,0,1,0,0,4,5,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,2,1,1,0
123491,53,9,2,3,1,0,0,1,2,4,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1,2
913560,30,6,0,4,0,1,0,0,8,2,1,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,1,0,1,1
333457,41,0,2,6,0,1,0,0,5,3,5,999,0,0,1.4,93.444,-36.1,4.964,5228.1,6,1,1,0
811825,46,2,0,1,1,0,1,1,2,5,8,999,0,0,1.1,93.994,-36.4,4.864,5191.0,3,0,1,1
610473,48,1,0,6,0,0,0,0,5,4,7,999,0,0,1.4,93.444,-36.1,4.962,5228.1,1,0,1,0
384284,42,2,0,2,1,0,1,0,2,3,1,999,1,1,-1.8,92.893,-46.2,1.334,5099.1,2,0,0,1
818941,28,0,1,6,0,1,0,0,1,2,5,999,0,0,-1.8,93.075,-47.1,1.423,5099.1,2,1,0,0
818631,35,0,0,6,0,1,0,1,2,1,6,999,0,0,1.1,93.994,-36.4,4.858,5191.0,1,0,1,0
929703,39,2,1,6,0,0,0,0,4,3,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,2,0,1,1
727260,37,0,0,4,0,1,0,0,2,2,5,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,5,0,0,0
738295,34,1,0,5,0,0,0,0,5,1,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,1,0,1,0
252948,56,10,2,6,0,1,0,0,8,2,2,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,5,0,1,2
154397,54,4,0,1,0,0,0,0,4,3,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,2,0,1,1
428884,30,1,1,6,1,1,0,0,2,4,3,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,2,0,0,0
963955,50,2,0,2,0,1,0,1,2,1,4,3,2,2,-1.8,92.893,-46.2,1.354,5099.1,3,1,0,1
170628,49,11,0,6,0,1,0,0,4,3,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,5,0,1,2
492711,45,2,0,1,1,1,0,1,3,4,1,999,0,0,1.4,94.465,-41.8,4.866,5228.1,4,0,1,1
295960,33,6,1,4,0,1,0,0,2,3,1,999,1,1,-1.8,92.893,-46.2,1.281,5099.1,2,0,0,1
166488,31,2,0,1,1,1,0,0,4,3,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,4,0,1,1
725568,20,5,1,7,0,0,0,0,1,5,2,999,0,0,-1.8,93.749,-34.6,0.663,5008.7,0,0,0,2
436943,37,0,1,4,0,1,1,1,2,5,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1,0,1,0
108423,44,3,0,4,1,1,0,0,5,5,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,0,1,0
